date,daily_mean_air_temp,daily_max_air_temp,daily_min_air_temp,daily_solar,daily_precip,daily_atm_p,daily_vpd,daily_wind,daily_temp_range
2024-04-22,18.634375,24.9,15.6,149.7076388888889,45.664,81.5026736111111,0.2607638888888888,0.824516129032258,9.3
2024-04-23,18.97152777777778,24.4,16.0,136.0076388888889,30.557,81.4667013888889,0.2401041666666666,0.9626136363636364,8.399999999999999
2024-04-24,18.105555555555554,24.1,15.5,138.92291666666668,29.974,81.44788194444445,0.1889236111111111,0.7051041666666666,8.600000000000001
2024-04-25,19.136458333333334,24.1,16.1,177.97222222222223,13.837,81.39743055555556,0.2988194444444444,0.7764583333333334,8.0
2024-04-26,17.441666666666666,23.1,15.8,101.18472222222222,5.101,81.48579861111111,0.1819791666666667,0.6486111111111111,7.300000000000001
2024-04-27,18.668750000000003,25.0,14.9,168.24444444444444,5.206,81.41732638888888,0.3104513888888889,0.8275694444444445,10.1
2024-04-29,17.710416666666667,22.8,14.4,102.90347222222222,28.601,81.5292013888889,0.1784375,0.7272432432432432,8.4
2024-04-30,19.246180555555554,25.9,15.4,182.67777777777772,11.261,81.40770833333333,0.3294444444444444,0.6211111111111111,10.499999999999998
2024-05-01,19.08194444444445,24.3,16.0,139.19722222222222,59.883,81.35878472222223,0.2757291666666666,0.5873263888888889,8.3
2024-05-02,18.856250000000003,26.2,16.4,129.36111111111111,20.465,81.38517361111111,0.2534375,0.6594791666666667,9.8
2024-05-03,19.53993055555556,24.7,16.4,173.70069444444445,5.905,81.45854166666668,0.3486458333333333,0.7819791666666667,8.3
2024-05-04,18.277083333333334,24.4,15.8,104.20208333333332,29.177,81.59826388888888,0.2517013888888889,0.6540972222222222,8.599999999999998
2024-05-06,17.500347222222224,23.1,14.8,124.59166666666668,22.468,81.64086805555556,0.2220486111111111,0.8114930555555556,8.3
2024-05-07,18.01944444444445,21.6,16.1,77.64305555555556,23.067,81.66024305555555,0.1868402777777777,0.9112847222222222,5.5
2024-05-08,17.633680555555557,21.5,15.0,92.45972222222224,0.0,81.5936111111111,0.2074305555555555,1.135486111111111,6.5
2024-05-09,17.731250000000003,21.5,14.7,102.89513888888888,0.0,81.55402777777778,0.2844791666666666,1.141111111111111,6.800000000000001
2024-05-10,17.88784722222222,22.6,15.9,92.20833333333331,0.204,81.60708333333334,0.2435763888888889,0.909652777777778,6.700000000000001
2024-05-11,19.496875000000003,25.2,15.2,199.8722222222222,0.017,81.66368055555556,0.4635763888888888,0.9291666666666668,10.0
2024-05-13,19.31631944444445,24.7,15.2,191.48194444444445,0.0,81.61340277777778,0.5412152777777778,0.844375,9.5
2024-05-14,19.054861111111112,24.3,15.6,174.80763888888887,0.476,81.62076388888889,0.4636458333333333,0.8808680555555556,8.700000000000001
2024-05-15,18.96423611111111,24.7,15.3,141.26319444444445,0.102,81.67739583333334,0.3770833333333333,0.7330208333333333,9.4
2024-05-16,18.45659722222222,25.3,14.3,131.27638888888887,12.639,81.71545138888888,0.3596527777777777,0.7402777777777777,11.0
2024-05-17,19.09861111111111,24.6,14.6,167.7173611111111,0.153,81.63090277777778,0.3497222222222222,0.8503125,10.000000000000002
2024-05-18,19.232291666666665,24.4,14.4,134.51388888888889,6.052,81.61413194444444,0.3761458333333333,0.8259745762711864,9.999999999999998
2024-05-20,19.278125000000003,24.2,15.1,187.51388888888889,8.5,81.6178125,0.3816666666666666,0.8889236111111111,9.1
2024-05-21,18.88402777777777,24.5,16.1,159.89999999999998,7.831,81.73038194444445,0.3445833333333333,0.9878879310344828,8.399999999999999
2024-05-22,18.25555555555556,22.5,14.7,129.45208333333332,4.251,81.74763888888889,0.3042361111111111,1.051012658227848,7.800000000000001
2024-05-23,17.760416666666668,22.0,14.6,106.44513888888888,0.0,81.70871527777778,0.2743055555555556,1.147951388888889,7.4
2024-05-24,18.14409722222222,24.0,13.4,147.90277777777777,0.544,81.70572916666667,0.3689930555555555,0.9561956521739132,10.6
2024-05-25,17.484722222222224,22.4,15.0,93.13055555555556,25.749,81.70097222222222,0.1951388888888889,0.7010958904109589,7.399999999999999
2024-05-27,19.537847222222226,26.8,13.9,200.7576388888889,1.2240000000000002,81.78520833333333,0.5243055555555556,0.9951041666666666,12.9
2024-05-28,18.621875000000003,24.7,15.1,165.96319444444444,0.527,81.83913194444443,0.3752430555555556,0.9972916666666668,9.6
2024-05-29,18.33194444444445,23.6,15.2,145.34166666666667,0.238,81.76961805555555,0.3657986111111111,0.9069791666666666,8.400000000000002
2024-05-30,18.42465277777778,24.5,12.7,154.3326388888889,0.221,81.68246527777778,0.3854861111111111,0.928125,11.8
2024-05-31,18.70798611111111,24.3,13.9,175.9090277777778,0.187,81.74815972222223,0.3765625,0.9520138888888888,10.4
2024-06-01,18.10833333333333,25.0,14.3,165.65694444444443,1.0710000000000002,81.77256944444444,0.3211458333333333,0.905659722222222,10.7
2024-06-03,18.823958333333334,23.5,15.6,126.40833333333332,0.952,81.69121527777777,0.3234722222222222,0.6792708333333333,7.9
2024-06-04,18.804513888888888,25.2,15.5,137.7201388888889,0.187,81.67913194444445,0.328125,0.6520833333333333,9.7
2024-06-05,17.960416666666667,23.2,13.9,144.85763888888889,2.7880000000000003,81.6628125,0.2921875,0.828125,9.3
2024-06-06,17.617013888888888,21.7,14.8,93.56180555555557,0.8160000000000001,81.76510416666666,0.3114583333333333,0.8808680555555556,6.899999999999999
2024-06-07,18.01284722222222,24.7,14.2,155.43194444444444,0.255,81.81798611111111,0.3282291666666667,0.7253472222222223,10.5
2024-06-08,17.073958333333334,22.8,14.4,133.28194444444443,0.153,81.76618055555555,0.2174652777777778,0.7773611111111111,8.4
2024-06-10,17.537152777777777,21.6,14.0,131.03055555555557,0.119,81.81920138888889,0.4066319444444444,0.7794097222222223,7.600000000000001
2024-06-11,16.911805555555556,20.9,12.0,129.67916666666667,0.102,81.84677083333332,0.4238194444444444,0.8822916666666667,8.899999999999999
2024-06-12,16.960416666666667,21.8,12.3,160.28680555555556,0.085,81.87194444444444,0.4258333333333333,0.8272569444444444,9.5
2024-06-13,17.0875,23.3,10.7,176.46944444444443,0.068,81.8204513888889,0.4561111111111111,0.7632986111111112,12.6
2024-06-14,17.341666666666665,23.2,11.2,173.96805555555557,0.017,81.75454861111112,0.4586805555555555,0.8838541666666667,12.0
2024-06-15,17.261805555555554,22.1,12.3,148.97291666666666,0.051,81.62829861111112,0.3544097222222222,0.8703819444444444,9.8
2024-06-17,17.42013888888889,22.5,12.4,173.56597222222223,0.0,81.78243055555555,0.4585763888888888,0.8146180555555556,10.1
2024-06-18,16.821180555555557,21.9,11.7,164.48263888888889,0.136,81.81600694444444,0.4767361111111111,0.936875,10.2
2024-06-19,17.211111111111112,22.8,14.0,116.8722222222222,0.0,81.795625,0.3480555555555555,0.9133333333333334,8.8
2024-06-20,16.024305555555557,18.9,14.1,76.48541666666667,5.48,81.9203125,0.235,1.1034375,4.799999999999999
2024-06-21,15.9375,19.8,12.8,138.21458333333334,0.136,81.88788194444444,0.3404861111111111,1.461076388888889,7.0
2024-06-22,15.58472222222222,20.7,12.5,154.78819444444446,0.0,81.80746527777778,0.3682291666666666,1.0271180555555557,8.2
2024-06-24,15.279861111111112,20.9,10.6,148.30416666666667,0.0,81.81572916666667,0.3817013888888889,0.9991666666666666,10.3
2024-06-25,15.346527777777778,22.2,9.4,190.8430555555556,0.085,81.741875,0.451875,1.0078125,12.8
2024-06-26,15.94409722222222,21.0,10.9,138.97361111111113,0.0,81.73708333333333,0.4617708333333333,1.025486111111111,10.1
2024-06-27,15.145833333333334,19.0,12.1,93.90208333333334,0.289,81.88729166666667,0.2858680555555555,1.2167708333333334,6.9
2024-06-28,14.720138888888888,19.7,10.1,140.58819444444444,0.102,81.84979166666668,0.3459722222222222,1.088854166666667,9.6
2024-06-29,16.439930555555556,22.4,12.4,187.99791666666667,0.0,81.75270833333333,0.410625,0.9500347222222224,9.999999999999998
2024-07-01,17.05763888888889,23.0,12.9,200.4875,0.0,81.87291666666667,0.5462847222222222,0.8997916666666667,10.1
2024-07-02,16.99652777777778,22.5,11.3,173.3625,0.0,81.81541666666666,0.5319791666666667,0.9193402777777776,11.2
2024-07-03,17.235763888888886,23.5,11.3,182.69791666666663,40.149,81.7742013888889,0.4747916666666667,0.9857826086956522,12.2
2024-07-04,17.353819444444444,22.9,12.9,170.66805555555555,0.0,81.75746527777778,0.4257291666666666,0.8909722222222223,9.999999999999998
2024-07-05,17.009027777777778,22.7,13.3,159.19236111111113,0.0,81.69565972222222,0.4336805555555555,0.83,9.4
2024-07-06,17.05138888888889,22.6,12.9,111.06944444444444,9.443,81.635625,0.3178819444444444,0.7051736111111111,9.7
2024-07-08,17.422222222222224,24.9,13.4,182.76041666666663,23.188,81.55388888888889,0.3270486111111111,0.9438541666666668,11.499999999999998
2024-07-09,16.80625,21.3,14.4,96.02708333333334,6.65,81.59246527777778,0.2270833333333333,0.7243055555555555,6.9
2024-07-10,15.69652777777778,18.7,13.7,64.6,43.233,81.70260416666666,0.2372916666666666,0.8872222222222222,5.0
2024-07-11,15.334375,20.2,10.3,159.94236111111113,5.151000000000001,81.77104166666668,0.3619444444444444,1.0481944444444444,9.9
2024-07-12,16.408680555555556,22.3,10.2,169.08402777777778,3.621,81.8059375,0.4885416666666666,1.069375,12.1
2024-07-13,16.302777777777777,20.2,14.2,85.91111111111111,0.0,81.82930555555555,0.2953125,0.8831944444444445,6.0
2024-07-15,17.00625,22.4,10.9,157.28819444444446,0.0,81.77690972222223,0.451423611111111,0.7861458333333333,11.499999999999998
2024-07-16,15.61875,18.1,13.8,42.49097222222222,0.0,81.74892361111111,0.2155555555555555,0.7036458333333333,4.300000000000001
2024-07-17,15.894444444444446,19.9,13.6,84.57430555555555,2.006,81.75440972222222,0.1913888888888889,0.734375,6.299999999999999
2024-07-18,14.51388888888889,17.4,13.7,38.95625,19.163,81.7825,0.1054513888888888,0.7757291666666667,3.6999999999999993
2024-07-19,15.74375,19.2,13.2,97.51597222222222,12.444,81.68375,0.2471875,0.8190277777777778,6.0
2024-07-20,16.242708333333333,20.8,12.7,95.89166666666668,0.204,81.68527777777778,0.2933333333333333,0.8463541666666666,8.100000000000001
2024-07-22,16.923958333333335,22.1,13.4,131.02152777777778,0.0,81.83708333333334,0.3836458333333333,0.8635416666666667,8.700000000000001
2024-07-23,16.069791666666667,21.8,10.8,185.42222222222225,0.0,81.97625,0.4580208333333333,0.8598958333333333,11.0
2024-07-24,15.259722222222225,19.9,11.1,91.31041666666668,0.0,81.88875,0.3198611111111111,0.7874305555555555,8.799999999999999
2024-07-25,17.03402777777778,24.4,10.5,172.63958333333332,0.493,81.65565972222223,0.4054166666666667,0.8419791666666667,13.9
2024-07-26,17.501041666666666,25.4,14.5,157.14999999999998,42.215,81.62604166666667,0.2929861111111111,0.7526736111111112,10.9
2024-07-27,15.734375,18.6,13.8,64.5625,44.811,81.7028125,0.1431597222222222,0.8563194444444444,4.800000000000001
2024-07-29,17.454166666666666,22.0,13.0,87.0298611111111,0.119,81.5678125,0.2849305555555556,0.6755902777777778,9.0
2024-07-30,16.617361111111112,21.7,14.2,88.47222222222223,33.17,81.60805555555555,0.2213888888888888,0.8120673076923077,7.5
2024-07-31,15.248611111111112,19.7,11.7,90.74583333333334,5.018,81.69388888888889,0.2106944444444444,0.811070110701107,8.0
2024-08-01,14.883680555555555,20.7,10.4,118.61736111111112,0.136,81.80024305555555,0.28875,0.8899652777777778,10.3
2024-08-02,15.579166666666667,19.8,11.3,106.80902777777776,0.0,81.78840277777778,0.3090625,0.8297222222222222,8.5
2024-08-03,16.366666666666667,20.2,13.4,118.52361111111112,0.0,81.75538194444444,0.3238194444444444,0.9982986111111112,6.799999999999999
2024-08-05,17.388541666666665,26.0,9.6,235.00625,0.136,81.63586805555556,0.6911111111111111,0.9636805555555557,16.4
2024-08-06,17.288194444444443,24.8,10.8,160.59444444444443,0.119,81.63746527777778,0.5322916666666667,0.9267708333333334,14.0
2024-08-07,16.448958333333334,21.7,10.8,159.25,0.017,81.6778125,0.4502777777777778,1.0095486111111112,10.9
2024-08-08,15.87326388888889,18.7,14.0,65.17083333333333,4.063,81.68802083333334,0.1894791666666666,0.7853472222222222,4.699999999999999
2024-08-09,15.419791666666663,17.7,14.0,58.43055555555556,2.244,81.73399305555556,0.1151388888888889,0.8594791666666667,3.6999999999999993
2024-08-10,15.988541666666666,21.4,13.0,143.59583333333333,0.017,81.744375,0.2752777777777778,0.9682291666666668,8.399999999999999
2024-08-12,16.264930555555555,21.9,13.8,83.48541666666667,0.085,81.59732638888889,0.2506597222222222,0.8111458333333333,8.099999999999998
2024-08-13,17.014583333333334,22.7,13.5,142.57222222222222,0.0,81.66416666666666,0.4165625,0.8456944444444444,9.2
2024-08-14,17.42638888888889,23.4,12.9,160.10902777777778,0.0,81.64725694444445,0.4255555555555556,0.7254513888888889,10.499999999999998
2024-08-15,17.304861111111112,22.9,14.1,140.48194444444445,0.0,81.70309027777779,0.3462847222222222,0.8311805555555556,8.799999999999999
2024-08-16,16.986458333333335,22.0,14.0,116.39791666666666,0.221,81.74118055555556,0.38625,0.8304513888888888,8.0
